,label,thumb_path,path,r,g,b,h,s,v,height,width,aspect_ratio,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,vernacularName,continent,country,stateProvince,county,municipality,locality,higherGeography,formation,scientificName,higherClassification,earliestPeriodOrLowestSystem,earliestEpochOrLowestSeries,earliestAgeOrLowestStage,bibliographicCitation,references,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,occurrenceID,catalogNumber,occurrenceRemarks,recordedBy,identifier,id,modified,previousIdentifications,georeferencedBy,georeferencedDate,georeferenceSources,dynamicProperties,error
10,unknown,/dev/shm/jrose3/2022-yale_fossils/image_thumbnails/res=512/urn:uuid:224ffda5-cf98-4fc2-838d-eb91081ca3dc.jpg,/media/data_cifs/projects/prj_fossils/data/yale_full/urn:uuid:224ffda5-cf98-4fc2-838d-eb91081ca3dc.png,239.20448770833332,236.63973116666668,232.06237691666664,13.366662333333334,11.91083325,239.6226690833333,4000,6000,0.6666666666666666,Plantae,Tracheophyta,Gymnospermopsida,Cycadeoidales,Cycadeoidaceae,Cycadeoidea,colossalis,Species,tracheophytes; plants,North America,USA,South Dakota,Fall River County,Minnekahta,near Minnekahta,North America; USA; South Dakota; Fall River County; Minnekahta,,Cycadeoidea colossalis,Plantae; Tracheophyta; Gymnospermopsida; Cycadeoidales; Cycadeoidaceae,Early Cretaceous,,,Cycadeoidea colossalis (YPM PB 005171),http://collections.peabody.yale.edu/search/Record/YPM-PB-005171,43.430531,-103.68825,5828.0,urn:uuid:7ede7d39-7731-4578-b623-ca79cb7e7246,YPM PB 005171,PB number 5171; lot count 1,H. F. Wells,urn:uuid:224ffda5-cf98-4fc2-838d-eb91081ca3dc,urn:uuid:7ede7d39-7731-4578-b623-ca79cb7e7246,2022-03-09T21:55:46.000Z,Cycadeoidea colossalis,Dylan Young,5/5/2015,GEOLocate,"{ ""irn"": ""744176"", ""media"": ""521917:224ffda5-cf98-4fc2-838d-eb91081ca3dc"", ""mm_repository_id"": ""521917"", ""solr_long_lat"": ""-103.68825,43.430531"" }",
11,unknown,/dev/shm/jrose3/2022-yale_fossils/image_thumbnails/res=512/urn:uuid:c98715b0-c56e-4e1c-9299-8da8d8155019.jpg,/media/data_cifs/projects/prj_fossils/data/yale_full/urn:uuid:c98715b0-c56e-4e1c-9299-8da8d8155019.png,239.280149625,236.68027145833327,223.834341,42.576956625,18.785527833333333,239.671318125,4000,6000,0.6666666666666666,Plantae,Tracheophyta,Gymnospermopsida,Cycadeoidales,Cycadeoidaceae,Cycadeoidea,sp.,Species,tracheophytes; plants,,,,,,,,,Cycadeoidea sp.,Plantae; Tracheophyta; Gymnospermopsida; Cycadeoidales; Cycadeoidaceae,,,,Cycadeoidea sp. (YPM PB 039971),http://collections.peabody.yale.edu/search/Record/YPM-PB-039971,,,,urn:uuid:8c0320d8-b730-44c6-88f2-5215c1b38d6a,YPM PB 039971,PB number 39971; lot count 1,,urn:uuid:c98715b0-c56e-4e1c-9299-8da8d8155019,urn:uuid:8c0320d8-b730-44c6-88f2-5215c1b38d6a,2022-03-09T21:55:46.000Z,Cycadeoidea sp.,,,,"{ ""irn"": ""772490"", ""media"": ""574401:c98715b0-c56e-4e1c-9299-8da8d8155019"", ""mm_repository_id"": ""574401"" }",
12,unknown,/dev/shm/jrose3/2022-yale_fossils/image_thumbnails/res=512/urn:uuid:8b4789d9-6ad9-48b9-a28c-cfae8ee0a068.jpg,/media/data_cifs/projects/prj_fossils/data/yale_full/urn:uuid:8b4789d9-6ad9-48b9-a28c-cfae8ee0a068.png,239.37758979166668,236.89646254166664,226.497426,25.9514685,15.446849291666666,239.73823525,4000,6000,0.6666666666666666,,,,,,,,,,,,,,,,,,taxon undetermined,,,,,taxon undetermined (YPM PB 039970),http://collections.peabody.yale.edu/search/Record/YPM-PB-039970,,,,urn:uuid:4e6129ea-c7ff-4f80-aace-8f1a03931e15,YPM PB 039970,PB number 39970; lot count 1,,urn:uuid:8b4789d9-6ad9-48b9-a28c-cfae8ee0a068,urn:uuid:4e6129ea-c7ff-4f80-aace-8f1a03931e15,2022-03-09T21:55:46.000Z,,,,,"{ ""irn"": ""772489"", ""media"": ""574400:8b4789d9-6ad9-48b9-a28c-cfae8ee0a068"", ""mm_repository_id"": ""574400"" }",
13,unknown,/dev/shm/jrose3/2022-yale_fossils/image_thumbnails/res=512/urn:uuid:fa4983a3-a8c0-485b-9f1b-0dbb79920d55.jpg,/media/data_cifs/projects/prj_fossils/data/yale_full/urn:uuid:fa4983a3-a8c0-485b-9f1b-0dbb79920d55.png,239.48999766666665,237.89720791666667,229.6220440833333,24.839418,13.721689708333331,239.90885804166663,4000,6000,0.6666666666666666,Plantae,Tracheophyta,Gymnospermopsida,Cycadeoidales,Cycadeoidaceae,Cycadeoidea,colossalis,Species,tracheophytes; plants,,,,,,,,,Cycadeoidea colossalis,Plantae; Tracheophyta; Gymnospermopsida; Cycadeoidales; Cycadeoidaceae,,,,Cycadeoidea colossalis (YPM PB 005169),http://collections.peabody.yale.edu/search/Record/YPM-PB-005169,,,,urn:uuid:9d247938-e93a-478e-8be1-ca4a7a4c8766,YPM PB 005169,PB number 5169; lot count 1,,urn:uuid:fa4983a3-a8c0-485b-9f1b-0dbb79920d55,urn:uuid:9d247938-e93a-478e-8be1-ca4a7a4c8766,2022-03-09T21:55:46.000Z,Cycadeoidea colossalis,,,,"{ ""irn"": ""744174"", ""media"": ""521910:fa4983a3-a8c0-485b-9f1b-0dbb79920d55"", ""mm_repository_id"": ""521910"", ""original_num"": ""S.124"" }",
14,unknown,/dev/shm/jrose3/2022-yale_fossils/image_thumbnails/res=512/urn:uuid:4b85df21-6e95-484b-8ceb-470488ac6d30.jpg,/media/data_cifs/projects/prj_fossils/data/yale_full/urn:uuid:4b85df21-6e95-484b-8ceb-470488ac6d30.png,239.853294375,235.882612125,230.71562229166668,16.428025083333335,13.857564875,240.07887916666667,4000,6000,0.6666666666666666,Plantae,Tracheophyta,Gymnospermopsida,Cycadeoidales,Cycadeoidaceae,Cycadeoidea,excelsa,Species,tracheophytes; plants,,,,,,,,,Cycadeoidea excelsa,Plantae; Tracheophyta; Gymnospermopsida; Cycadeoidales; Cycadeoidaceae,,,,Cycadeoidea excelsa (YPM PB 002955),http://collections.peabody.yale.edu/search/Record/YPM-PB-002955,,,,urn:uuid:be4cb416-3a65-496d-8694-335b427a7194,YPM PB 002955,PB number 2955; lot count 1,,urn:uuid:4b85df21-6e95-484b-8ceb-470488ac6d30,urn:uuid:be4cb416-3a65-496d-8694-335b427a7194,2022-03-09T21:55:46.000Z,Cycadeoidea excelsa,,,,"{ ""irn"": ""741434"", ""media"": ""98731:4b85df21-6e95-484b-8ceb-470488ac6d30"", ""mm_repository_id"": ""98731"", ""original_num"": ""S.180"" }",
15,unknown,/dev/shm/jrose3/2022-yale_fossils/image_thumbnails/res=512/urn:uuid:0e60d438-294e-484b-b287-128b3ce7f519.jpg,/media/data_cifs/projects/prj_fossils/data/yale_full/urn:uuid:0e60d438-294e-484b-b287-128b3ce7f519.png,239.86976991666663,238.90361429166663,235.39205141666667,12.98795075,7.966582166666667,240.17003954166665,6000,4000,1.5,Plantae,Tracheophyta,Gymnospermopsida,Cycadeoidales,Cycadeoidaceae,Cycadeoidea,wielandi,Species,tracheophytes; plants,,,,,,,,,Cycadeoidea wielandi,Plantae; Tracheophyta; Gymnospermopsida; Cycadeoidales; Cycadeoidaceae,,,,Cycadeoidea wielandi (YPM PB 005269),http://collections.peabody.yale.edu/search/Record/YPM-PB-005269,,,,urn:uuid:17bb6df9-fbac-4ebe-ba79-6551e82c626b,YPM PB 005269,PB number 5269; lot count 1,,urn:uuid:0e60d438-294e-484b-b287-128b3ce7f519,urn:uuid:17bb6df9-fbac-4ebe-ba79-6551e82c626b,2022-03-09T21:55:46.000Z,Cycadeoidea wielandi,,,,"{ ""irn"": ""744274"", ""media"": ""573664:0e60d438-294e-484b-b287-128b3ce7f519"", ""mm_repository_id"": ""573664"" }",
16,unknown,/dev/shm/jrose3/2022-yale_fossils/image_thumbnails/res=512/urn:uuid:7fe10b4b-4151-4fbc-83c2-753219b59edb.jpg,/media/data_cifs/projects/prj_fossils/data/yale_full/urn:uuid:7fe10b4b-4151-4fbc-83c2-753219b59edb.png,239.96463258333333,236.5497575,226.349936625,34.230441541666664,17.561739,240.2939895833333,4000,6000,0.6666666666666666,Plantae,Tracheophyta,Gymnospermopsida,Cycadeoidales,Cycadeoidaceae,Cycadeoidea,minnekahtensis,Species,tracheophytes; plants,,,,,,,,,Cycadeoidea minnekahtensis,Plantae; Tracheophyta; Gymnospermopsida; Cycadeoidales; Cycadeoidaceae,,,,Cycadeoidea minnekahtensis (YPM PB 002927),http://collections.peabody.yale.edu/search/Record/YPM-PB-002927,,,,urn:uuid:148820d9-0167-4d1f-8f66-9888847948f2,YPM PB 002927,PB number 2927; lot count 1,,urn:uuid:7fe10b4b-4151-4fbc-83c2-753219b59edb,urn:uuid:148820d9-0167-4d1f-8f66-9888847948f2,2022-03-09T21:55:46.000Z,Cycadeoidea minnekahtensis,,,,"{ ""irn"": ""741407"", ""media"": ""98705:7fe10b4b-4151-4fbc-83c2-753219b59edb"", ""mm_repository_id"": ""98705"", ""original_num"": ""S.231"" }",
17,unknown,/dev/shm/jrose3/2022-yale_fossils/image_thumbnails/res=512/urn:uuid:38407293-91a2-45a7-9255-eab2e721a6fc.jpg,/media/data_cifs/projects/prj_fossils/data/yale_full/urn:uuid:38407293-91a2-45a7-9255-eab2e721a6fc.png,239.8026185,239.27336116666663,236.79892925,28.854682875,5.167097875,240.305326625,4000,6000,0.6666666666666666,Plantae,Tracheophyta,Gymnospermopsida,Cycadeoidales,Cycadeoidaceae,Cycadeoidea,scotti,Species,tracheophytes; plants,,,,,,,,,Cycadeoidea scotti,Plantae; Tracheophyta; Gymnospermopsida; Cycadeoidales; Cycadeoidaceae,,,,Cycadeoidea scotti (YPM PB 031522),http://collections.peabody.yale.edu/search/Record/YPM-PB-031522,,,,urn:uuid:14b789d7-d6a0-4848-8f61-cc498d0ffd27,YPM PB 031522,PB number 31522; lot count 1,,urn:uuid:38407293-91a2-45a7-9255-eab2e721a6fc,urn:uuid:14b789d7-d6a0-4848-8f61-cc498d0ffd27,2022-03-09T21:55:46.000Z,Cycadeoidea scotti,,,,"{ ""irn"": ""766279"", ""media"": ""573842:38407293-91a2-45a7-9255-eab2e721a6fc"", ""mm_repository_id"": ""573842"" }",
18,unknown,/dev/shm/jrose3/2022-yale_fossils/image_thumbnails/res=512/urn:uuid:a766191a-389d-4b96-a7e9-abb19f3d1220.jpg,/media/data_cifs/projects/prj_fossils/data/yale_full/urn:uuid:a766191a-389d-4b96-a7e9-abb19f3d1220.png,240.11790125,237.60073058333333,230.34044125,18.491249541666665,12.511564833333331,240.3497445,6000,4000,1.5,Plantae,Tracheophyta,Gymnospermopsida,Cycadeoidales,Cycadeoidaceae,Cycadeoidea,mcbridei,Species,tracheophytes; plants,North America,USA,South Dakota,Fall River County,Minnekahta,near Minnekahta,North America; USA; South Dakota; Fall River County; Minnekahta,,Cycadeoidea mcbridei,Plantae; Tracheophyta; Gymnospermopsida; Cycadeoidales; Cycadeoidaceae,Early Cretaceous,,,Cycadeoidea mcbridei (YPM PB 039928),http://collections.peabody.yale.edu/search/Record/YPM-PB-039928,43.430531,-103.68825,5828.0,urn:uuid:8f32acef-28e1-4e91-9be2-ef797ea80736,YPM PB 039928,PB number 39928; lot count 1,H. F. Wells,urn:uuid:a766191a-389d-4b96-a7e9-abb19f3d1220,urn:uuid:8f32acef-28e1-4e91-9be2-ef797ea80736,2022-03-09T21:55:46.000Z,Cycadeoidea mcbridei,Dylan Young,5/5/2015,GEOLocate,"{ ""irn"": ""772461"", ""media"": ""574372:a766191a-389d-4b96-a7e9-abb19f3d1220"", ""mm_repository_id"": ""574372"", ""solr_long_lat"": ""-103.68825,43.430531"", ""original_num"": ""SD 19"" }",
19,unknown,/dev/shm/jrose3/2022-yale_fossils/image_thumbnails/res=512/urn:uuid:ebda3041-5b92-4450-92bf-772a374cbe07.jpg,/media/data_cifs/projects/prj_fossils/data/yale_full/urn:uuid:ebda3041-5b92-4450-92bf-772a374cbe07.png,240.35039791666668,223.5233918333333,197.6121065,30.736432083333334,47.720362791666666,240.385438625,4000,6000,0.6666666666666666,Plantae,Tracheophyta,Gymnospermopsida,Cycadeoidales,Cycadeoidaceae,Cycadeoidea,dacotensis,Species,tracheophytes; plants,North America,USA,South Dakota,Fall River County,Minnekahta,"4 miles southwest of Minnekahta, middle of patch",North America; USA; South Dakota; Fall River County; Minnekahta,,Cycadeoidea dacotensis,Plantae; Tracheophyta; Gymnospermopsida; Cycadeoidales; Cycadeoidaceae,Early Cretaceous,,,Cycadeoidea dacotensis (YPM PB 005122),http://collections.peabody.yale.edu/search/Record/YPM-PB-005122,43.390876,-103.747988,3036.0,urn:uuid:4e698806-5a3a-432b-af69-710a2b72478f,YPM PB 005122,PB number 5122; lot count 1,,urn:uuid:ebda3041-5b92-4450-92bf-772a374cbe07,urn:uuid:4e698806-5a3a-432b-af69-710a2b72478f,2022-03-09T21:55:46.000Z,Cycadeoidea dacotensis,Dylan Young,5/5/2015,GEOLocate,"{ ""irn"": ""744127"", ""media"": ""435052:ebda3041-5b92-4450-92bf-772a374cbe07"", ""mm_repository_id"": ""435052"", ""solr_long_lat"": ""-103.747988,43.390876"", ""original_num"": ""S.385"" }",
